intercept,angular,t_value,p_value,r2,shapiro_w,shapiro_p
-1.69242347365936,0.000137611992474565,0.866715149071208,0.390410130603751,0.960643097111221,0.935457615201529,0.00894361437492932
-1.69179477626736,0.000143748462264977,0.891704668218475,0.376999626230326,0.960578635926366,0.935158092393385,0.008707701704007
-1.70152237733933,0.000154763189299358,0.965240026212526,0.33926271684171,0.960827932609357,0.932779310844111,0.00705099646343267
-1.68486954547814,0.000136544439764899,0.850540680712021,0.399247525973294,0.96111068716453,0.937153772438577,0.0104122933512474
-1.69656527195134,0.000132356356997368,0.83877705001283,0.40575229492306,0.961684013247308,0.929591644289062,0.00533290399791862
-1.68910534057904,0.000133608253234257,0.830826012998148,0.410185636855491,0.960550966188699,0.936037914088798,0.00941996561920572
-1.68658121674173,0.000148915245422643,0.915067638385929,0.364730368240067,0.964460155793762,0.908627192288406,0.000937650102105084
-1.69292555438819,0.000140713839861903,0.880379255318404,0.383040674319308,0.960805341613479,0.934468095037513,0.00818875582840696
-1.71603577058999,0.000169904719112739,1.11887174055039,0.268762987509316,0.963891196725347,0.917477450282923,0.00191376306924965
-1.69200938522844,0.000139920836079517,0.871905746744912,0.387600278200746,0.960655789116451,0.935226144521001,0.0087607218962248
-1.69364741570982,0.000165192004696665,1.03584403828999,0.305465392813,0.961456836298688,0.932595060258646,0.00693732718526857
-1.68694603554711,0.000129510579131205,0.800031645758727,0.427634268965087,0.961045188322881,0.93336200208213,0.00742353873289398
-1.67488197271932,0.000124034018633686,0.773582006164362,0.442971328930997,0.961020447234389,0.938571897663225,0.0118340161715
-1.69209553682871,0.000140575889791337,0.875641804074538,0.385585709891806,0.960605052075447,0.935265488275878,0.0087915295673528
-1.70621172341326,0.000197084415767661,1.22593666949952,0.226203254624742,0.96229554642022,0.921546043628614,0.0026828968912985
-1.67748218065238,0.000126399743500587,0.795499403542123,0.430239463885183,0.960602183745672,0.936947405162233,0.0102208259957276
-1.68859707415497,0.000146325584160005,0.917987805775484,0.36321510621631,0.960785627494681,0.935480193585605,0.00896166756474183
-1.67604323745027,0.000126055379447403,0.782575916480374,0.437720059235808,0.961042027936098,0.938364423766813,0.0116139133467867
-1.69173815728611,0.000144573418009949,0.903739823917103,0.370646803062441,0.960583707471709,0.93510584122556,0.00866722087947716
-1.6888385089775,0.00014382558947798,0.901136953564681,0.372014901280205,0.960665925314689,0.93526520705138,0.00879130895468844
-1.69256451599312,0.00015582519851198,0.981389027070816,0.331321791829511,0.961165541091044,0.934889785418111,0.00850192061256086
-1.69138549060094,0.000140621399130427,0.877366991760606,0.384657679816451,0.961277758069028,0.930788326003271,0.0059195699760383
-1.70040964509328,0.000140011636510921,0.889875226991289,0.377971337570443,0.961911460517149,0.92710710698115,0.00430176100205403
-1.67996222899455,0.000139378948598511,0.882068175534351,0.38213593152229,0.961500699641455,0.935332666346568,0.00884439572384122
-1.69098106127693,0.00013789155863274,0.861628848923199,0.393175876098097,0.960662211619418,0.935421997719258,0.0089152129650608
-1.78695558474165,0.000255529060716257,1.91203934974014,0.0618497996747689,0.973206892831104,0.989232244034344,0.92662384955902
-1.68667152578541,0.000137249981040087,0.842686545989713,0.403583304666535,0.960592022445841,0.935794541079121,0.00921702462610121
-1.67252742289001,0.000121530222747257,0.753496005579303,0.45483215499791,0.961144498620288,0.938802811585396,0.0120841320168364
-1.67492068007627,0.000121528428400813,0.762264471018624,0.449631799025317,0.960940289148408,0.938720273812563,0.0119941008449038
-1.69289306184818,0.000151366085609413,0.946437751591316,0.348665722823047,0.96066990054694,0.934507552237561,0.00821753793816734
-1.69137087095898,0.000152516949981038,0.95270235264037,0.345513995355936,0.960846265361893,0.935231651552413,0.00876502728347604
-1.66270254093111,0.00010860911951219,0.677476123876323,0.501356425682621,0.961826718842348,0.937054958079989,0.0103201484917134
-1.67557898018521,0.00012587363844533,0.791358938854525,0.432627747141056,0.961832788039306,0.935062947572444,0.00863413732088552
-1.69565928169281,0.000147743459437947,0.921213317627297,0.36154613242628,0.960605529166551,0.934542868545008,0.00824338957055257
-1.7018816201642,0.000156647141007075,0.965344697408813,0.33921084473434,0.960720089720507,0.933132136154965,0.00727416230525502
-1.69042098760134,0.000138805815557294,0.849614800573817,0.399757138584449,0.960595679184105,0.935480859667289,0.00896220072977712
-1.68949048485615,0.000133572818119267,0.83110743530772,0.410028216051109,0.960869225453432,0.934590034070758,0.00827804812732397
-1.68584054291557,0.000125118962449095,0.772458697554791,0.443629794671934,0.960784500620579,0.936051550687664,0.00943147456162646
-1.67641763215814,0.000129166949296984,0.809110883006894,0.422443990324043,0.961216257944978,0.93767695304608,0.0109147443951811
-1.71387799615974,0.000168032135436902,1.05502158670406,0.296697034559197,0.961586716686089,0.925995728246069,0.00391063380648458
-1.69087774829298,0.000132645097254421,0.826694036629724,0.412501227240321,0.960827994440106,0.934917308211094,0.00852279253952098
-1.68754446227046,0.000139627572152173,0.863544471382767,0.39213279570572,0.960628089345025,0.935558186985243,0.00902432422534793
-1.67815712542313,0.000128474959188725,0.797740990161873,0.428949783088068,0.960935317074932,0.937935473389079,0.011172342465787
-1.69035276351853,0.000138490617817197,0.859742772976389,0.39420456037599,0.960864945784655,0.934347776339818,0.0081016409831177
-1.69486444858557,0.000148225305775143,0.915640763059633,0.36443265546677,0.960748067043006,0.934033425982507,0.00787860285264325
-1.71077972690659,0.000166387668341671,1.04429373663553,0.301580397905978,0.961685715903666,0.92590398539363,0.00388006643788362
-1.69717455326967,0.000157854824943027,0.947007738297002,0.348378185068192,0.960605081964836,0.933704496803969,0.00765211335160557
-1.68369878638707,0.000148989092252506,0.946384831150451,0.348692427166953,0.961786795228247,0.933086183250284,0.00724468091019939
-1.68467425647771,0.000139762205411373,0.876265192599937,0.385250207861257,0.960851632580483,0.936544484299322,0.00985756063220301
-1.6924666211097,0.000154646545254933,0.963906480527099,0.339924044032861,0.96086298422955,0.9350849319291,0.00865107709995181
-1.6922644751753,0.000139929303756715,0.876851547209736,0.384934805157966,0.961505263769701,0.929986409638614,0.00551936163687321
